name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating
Thanh Thúy Guesthouse - Economy Double Room,https://www.bluepillow.com/search?p_id=589de54f7c00cb10c8d945e9&dest=bkng&cat=House&accomodationids=5a84f6b87c00cb0e042656e1,No description,44109555000,"Hue Phu Bai International, Quán ăn :THU HOÀI",No class,"https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/540962776.jpg?k=d5c9e754680a97918c462019f1b3de8b0807ef3effc0ec2520a9457f85da6660&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/540963707.jpg?k=518749648d271c67a5a8ec9050fb31b9556af32d939ab940d79d978e5559c112&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/540968044.jpg?k=2e2171dad2eac5c957a62364b8d422b6dcda947e729e4793577c3df69f4071ee&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/540963226.jpg?k=4123a0545345c7e25872b4b6cc11c5b33815c4a6cbd3fcd3ee9b1ffecbef5af9&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/140460249.jpg?k=d9bcacf0345923c7eef975cc01adda2d2f2fa1b3f424a2b8e61d1c0442934132&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/540963400.jpg?k=f1724cc87e857f7abb01bf82c5ea553f47f44dc478be90feebedfc4d904a9f66&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/540963159.jpg?k=fb9a8789d7bb8feec6c47b8828818ea916ae1404bccb8c4c9f98c27b8f79146d&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/540963797.jpg?k=38801dc6060ad5d8df6ec6f0dde67638f622539b97f65e34d389c3d7f932e224&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/540965668.jpg?k=75c7a042c7194f32fb830d7252bd3a26ed1be41c34af7fc5de462f94a6566391&o=",3.0
Nét Việt Hotel Vincom Sóc Trăng,No link,No description,132340670000,"Phat Hoc Temple, Bến xe Sóc Trăng, Can Tho International Airport, Trung tâm hội nghị yến tiệc Hưng Lộc Phát Palace",No class,"https://lh5.googleusercontent.com/p/AF1QipPkwMyshnf-kqYEUxA68JQQtIAFwWBkBmqpn8N7=s10000, https://lh5.googleusercontent.com/p/AF1QipP77cSdxz2kqWphpgTLSEk4l8UpREPYEBn9wvAa=s10000, https://lh5.googleusercontent.com/p/AF1QipMmhqCF8knkqVEABeO0yHVZBPGq_lDX0LRCCOQp=s10000, https://lh5.googleusercontent.com/p/AF1QipPsBT8PhG25FfowDCdoIyDnMPbMK-XKSbF3e0NC=s10000, https://lh5.googleusercontent.com/p/AF1QipMpoEFXSU30GLKZ9bbPPU9Kik8MvTrK1cx6zp0P=s10000, https://lh5.googleusercontent.com/p/AF1QipNbO70lv46_m-Dm8dJoROOBXd4jQBV6DxXum8iK=s10000, https://lh5.googleusercontent.com/p/AF1QipMQx657fWiEyoKZqIAxuINf4XRzVyDaLkdMSclW=s10000, https://lh5.googleusercontent.com/p/AF1QipMdVZ1b8bB7_GlXOm4_kcOsR7zGmA2TTsUsU_UU=s10000, https://lh5.googleusercontent.com/p/AF1QipPoNPKP0v5Z3H2A_bC94UnoJVKPzjETt0HkBpWz=s10000",4.4
Khách Sạn Thiên Ân,http://thienanhotelst.com/,"Airy rooms with Wi-Fi in a relaxed hotel offering an outdoor pool, gardens & a laid-back restaurant.",149972830000,"Chùa Dơi, Can Tho International Airport, Nhà Hàng GẠO TẺ Sóc Trăng",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNNMYD23NnroyqPnFQUOiVTLN0qUOtH_SHTVaG5=s10000, https://images.trvl-media.com/lodging/55000000/54110000/54102100/54102013/feff6e25_z.jpg, https://images.trvl-media.com/lodging/55000000/54110000/54102100/54102013/4c5258a0_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOaKMx1syD_Hwm6oGV2j1-yKQudt0y6Jg5WUuVy=s10000, https://images.trvl-media.com/lodging/55000000/54110000/54102100/54102013/d2a0144e_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPrcLsCXaBPEAGg7Sdr3Im22lT5yYpkCcPAc8Ai=s10000, https://lh5.googleusercontent.com/p/AF1QipN83-XeJCWdDtJmBygM9VOEISykC_fDQvs5i8OK=s10000, https://lh5.googleusercontent.com/p/AF1QipPxh4P8dzeihZva6esgx10mhI7vRoKYfgOvt8fO=s10000, https://lh5.googleusercontent.com/p/AF1QipM8ydqhKPb157Yj9QO5eWSRNizU8kuzhkDshI3H=s10000",3.0
Khách Sạn Thuận Phát,https://thuanphathotel.com/,No description,223306965000,"Chùa Dơi, Can Tho International Airport, Oshin Restaurant",No class,"https://lh5.googleusercontent.com/p/AF1QipM8OUXrl_kGJqZFevOgyxNVP22QoY6Xfo0jFudg=s10000, https://images.trvl-media.com/lodging/84000000/83790000/83785000/83784911/3b3c0b90_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNRT8MADH-to8I1jo3ZyZfPYoFOoxXS0ub_DU32=s10000, https://lh5.googleusercontent.com/p/AF1QipPMFfMmXw5JwdwD1vklLEY6G253zZooBaYZR7eJ=s10000, https://lh5.googleusercontent.com/p/AF1QipOMPA6nYPSNMbG75hq3QROQkAwx1U-KsIYyWpME=s10000, https://lh5.googleusercontent.com/p/AF1QipMFvcLKObqhkP56m35E43EW_U8h5CinOvGdKpi4=s10000, https://lh5.googleusercontent.com/p/AF1QipNl3KpSaodLP3UmYvNi_RhYca-1Py_ZHXmwhb9O=s10000, https://lh5.googleusercontent.com/p/AF1QipP81PeuMOMeybCKPyJeEgQGXIZQgsou-mB1VvRU=s10000, https://lh5.googleusercontent.com/p/AF1QipOraojxMREhY8MhviPCKQzPJPvSu878ds6ofXqu=s10000",4.4
Vinh Chuong Hotel,No link,No description,80854410000,"Sóc Trăng Provincial Museum, Can Tho International Airport",No class,"https://lh5.googleusercontent.com/p/AF1QipNlamrz-3mKlmT1n4dzAhjYnNS3ocWJnBDHtRk=s10000, https://lh5.googleusercontent.com/p/AF1QipObXO3MHIFItM13KVTsuaPLlNoIbJiQm-MfGm8=s10000, https://lh5.googleusercontent.com/p/AF1QipOqheiXaAuAbBG6k7uJgxxIQQPiTZRIHKryqgk=s10000, https://lh5.googleusercontent.com/p/AF1QipPLbjg-npWQWMJ4wHswZ7qVGWJTxVxLwhPXvhg=s10000, https://lh5.googleusercontent.com/p/AF1QipOzpM_dj-kI6SOeDF-3o-qRCUGRd5IfSLIWmnM=s10000, https://lh5.googleusercontent.com/p/AF1QipOAVwwOMLDZ3UIrj7diTu8exENBe_9NPHQZ7oo=s10000, https://lh5.googleusercontent.com/p/AF1QipN-HZ8tLl4oT9ixEbums4E-tB0rd1eFmPhw0Jw=s10000, https://lh5.googleusercontent.com/p/AF1QipOdoGPMTm0P7aLs4Rs-Xs2hrVODr7njrb16Kd8=s10000, https://lh5.googleusercontent.com/p/AF1QipPrIlRKakfrIWzWsKsa4KNthBnaEm-C2c9aMZU=s10000",4.0
Khách sạn Mỹ Hằng Sóc Trăng,No link,No description,80320310000,"Chùa Dơi, Can Tho International Airport, Nhà Hàng GẠO TẺ Sóc Trăng",No class,"https://lh5.googleusercontent.com/p/AF1QipNI-qrtd-KguhAl0mivumb_cFtz-ODABdepJ2_p=s10000, https://lh5.googleusercontent.com/p/AF1QipOJI21YwqJ2i-dcul9SuqaAGfKZZ6Yb8uH69QEC=s10000, https://lh5.googleusercontent.com/p/AF1QipO3hGPSpXBeeNLHGSQMNghlgg2dzA1KfJxXMW7Z=s10000, https://lh5.googleusercontent.com/p/AF1QipOvWc4_Eg0ElRCHQ4dGygUbJOrJ6ZK0ugFfwSxS=s10000, https://lh5.googleusercontent.com/p/AF1QipNri9JPmWo_k4Gd8zFe8EhI9_qVZtJh2NlmymJj=s10000, https://lh5.googleusercontent.com/p/AF1QipPN4ksM4jfPHY-yr6QcqH4fg-Hj4hH2EAVFtM6i=s10000, https://lh5.googleusercontent.com/p/AF1QipMiL6xHCc5CjeAM-kAcChWFD14Z7FxdKTQcNcGr=s10000, https://lh5.googleusercontent.com/p/AF1QipOuMErqxAdiZ9Z6y412fVp6-aGs-dZoZMqLm5HL=s10000, https://lh5.googleusercontent.com/p/AF1QipMlTJ8P8BS68JGP4crMRjQ9qoNWjXoI8OfZqvQS=s10000",2.6
Mai Anh Garden Homestay,https://wa.me/%3C+84949496960%3E,No description,73255000000,"Phat Hoc Temple, Bến xe Sóc Trăng, Can Tho International Airport, Trung tâm hội nghị yến tiệc Hưng Lộc Phát Palace",No class,"https://lh5.googleusercontent.com/p/AF1QipPydZnur2GnoSxvLWBCftzeFP37VcER5KuJMoqh=s10000, https://lh5.googleusercontent.com/p/AF1QipPm_FftwtsnatM73sPH3oX3l5l6L9Hg09juXgCr=s10000, https://lh5.googleusercontent.com/p/AF1QipNt2UshOPuPKQc3A04En_FwWsk0YBVQOpeniVsw=s10000, https://lh5.googleusercontent.com/p/AF1QipNJ3fl1NUSiTG_zs0ijIPPSCk9RFIs69hcwL8Ac=s10000, https://lh5.googleusercontent.com/p/AF1QipM2S6e5x_ZQDPJR62bO8iG_eWLVtAEHb39XzvwB=s10000, https://lh5.googleusercontent.com/p/AF1QipMfdf7rsktGTsfBWG7aZtsESfRneAFo5lQVx_mT=s10000, https://lh5.googleusercontent.com/p/AF1QipMNbP1KLVz_0qWA3IVw-A9KSsPyX8LndcM_ZSxk=s10000, https://lh5.googleusercontent.com/p/AF1QipNUu2oEtvwZRDee1QSv6HeExDmaIzBtsjapYcXz=s10000, https://lh5.googleusercontent.com/p/AF1QipN1Yb7fnKJXH7-W7wUa6VfRepFcJrr7QdmBOVhf=s10000",4.2
Phu Quy Hotel,No link,"Airy, straightforward rooms with private bathrooms in a simple budget hotel offering free Wi-Fi.",110262985000,"Khmer museum, Can Tho International Airport, Súp Cua Hùng Nhị",2-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPHZsjafhdzewLeDbn13CS2UMJJ81fhJqDiiNyn=s10000, https://lh5.googleusercontent.com/p/AF1QipP5YLif2YqK8TzpLByNCj0OnXRcWc8MvjTb-Ld5=s10000, https://lh5.googleusercontent.com/p/AF1QipPvqN72tLITAcY_sLnlRDRxP7BT_qv87exp9mN6=s10000, https://lh5.googleusercontent.com/p/AF1QipO9RzuYsZaOk7A0WSegEUH-VDY3AQ9f4RrESnrs=s10000, https://lh5.googleusercontent.com/p/AF1QipNCIn1WvBAp9QP2xKMWrgXWglficdvk0BbJsbsi=s10000, https://lh5.googleusercontent.com/p/AF1QipPcanJQ-TnhNT6jtLD2SKHClviqOzo-JUukTkyR=s10000, https://lh5.googleusercontent.com/p/AF1QipMrLeVndn4ApMGUHsKfeyXYuHwVeNrTOz7PTcpn=s10000, https://lh5.googleusercontent.com/p/AF1QipPyGBkXPa3qHO-qYn-G8Gz4dCh5hA8VE8kmmf8X=s10000, https://lh5.googleusercontent.com/p/AF1QipO_RhVo4xvUqulcWMm3f_iZr1-ZE-HKhdGxpUoY=s10000",4.3
Ngọc Lan Hotel,No link,No description,96376875000,"Chùa Dơi, Bến xe Sóc Trăng, Can Tho International Airport, Quán Lẩu - Cù Lao Xưa 99k",1-star hotel,"https://lh5.googleusercontent.com/p/AF1QipO8WANYx2p9Z68BfhFAbGtqBVspGpP7GG79zGNC=s10000, https://lh5.googleusercontent.com/p/AF1QipMeb4MNmj9RSNhD7arVfBghRLsW9lRPBBOdqv3B=s10000, https://lh5.googleusercontent.com/p/AF1QipOgwZgLb27aAy6wi6KiywlXaCqrWPVKbWIRMiSq=s10000, https://lh5.googleusercontent.com/p/AF1QipNbDqcJ5t2fFFVkhNi0ZZ38MwybcgD7FZAdRMhA=s10000, https://lh5.googleusercontent.com/p/AF1QipMR8z1Minx8Dtu-_hVV6YznZ4ROl7CyxSc4N2p2=s10000, https://lh5.googleusercontent.com/p/AF1QipNnjA2pqzppgslzxNUBLh3ToRXhm3nKJskMW9Eq=s10000, https://lh5.googleusercontent.com/p/AF1QipPtAETxtrNy8myqIdvP2Z3Fnz2JMDl4t6YcGVGD=s10000, https://lh5.googleusercontent.com/p/AF1QipO2uHadtk5ZApQ07gu-bKmkiiGGL1JzpQ7sIPqF=s10000, https://lh5.googleusercontent.com/p/AF1QipMZizvHI2SMUfZwrV80ohbGtDXFCUI3GCqZHC7Z=s10000",4.2
Khách Sạn Xuân Huỳnh 3,No link,No description,90650000000,"Som Rong Pagoda, Can Tho International Airport, Bò Nhúng Giấm LÊ VY",2-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOqNcn9-w-2ZdbiUl719rBhXi8e5CB6mlPtRpeB=s10000, https://lh5.googleusercontent.com/p/AF1QipP3zWWFUUBP8pXYtzOY4pW80B2MUneZGwTLgtAO=s10000, https://lh5.googleusercontent.com/p/AF1QipMIV0cK7nhdO_aT9qNK77fsAr9pnGSucapoC2SE=s10000, https://lh5.googleusercontent.com/p/AF1QipMsERb0WaKxb_n6Q78PWzZsT-DL39PqBTV_B9-Q=s10000, https://lh5.googleusercontent.com/p/AF1QipOCVZ2cQZNDWlvvE7V3eg2EmaZJf2xEa3Rf0gMw=s10000, https://lh5.googleusercontent.com/p/AF1QipMd3sPe-IDQqZ-H_6WT-uf0JcXhpIhHPk69hmxD=s10000, https://lh5.googleusercontent.com/p/AF1QipMBvl7G63wGuK3RnsYcVuGWBpokDSp8sOJ3Y_hM=s10000, https://lh5.googleusercontent.com/p/AF1QipOn6UtcwL57-Eq88MlUFCrtSqWeKG14B1KGRsSE=s10000, https://lh5.googleusercontent.com/p/AF1QipM_-g9XaHM5y7aARBeO5vLPN8_nkp8kf1Wrzo46=s10000",3.8
Que Toi Restaurant and Hotel,http://quetoi.com.vn/,No description,259746060000,"Chùa Dơi, Can Tho International Airport, Nhà Hàng Hầm Rượu Bia Sệt",No class,"https://lh5.googleusercontent.com/p/AF1QipPDVKHvszljdC-w0CeWNy6kUybOP7aUjlugwegZ=s10000, https://lh5.googleusercontent.com/p/AF1QipOTAfIbH05A2xGQWAdsWZb2DqOo2EpDXfB_7kRc=s10000, https://lh5.googleusercontent.com/p/AF1QipN3pcQ_EhmOB1rgDbLd6gHkoZd4FzCNYefZEAbj=s10000, https://lh5.googleusercontent.com/p/AF1QipNpPojleZDPiFGA74VADc6LgNDN4l6TtfuAs_74=s10000, https://lh5.googleusercontent.com/p/AF1QipP0H0P2MA6A_FEaZpa3vA2pvTvne9N7hKwPMZEC=s10000, https://lh5.googleusercontent.com/p/AF1QipPKYrH27LOWlbCTEGXAqQ2Wi_aS1s0fAY1949oM=s10000, https://lh5.googleusercontent.com/p/AF1QipPFaOKjqE6uQmqQeBct19cyoWS98R3KzVUxjqF9=s10000, https://lh5.googleusercontent.com/p/AF1QipMBzaHqaxMcX4_kVZavNaF1EBAgGVBrbjXysVXC=s10000, https://lh5.googleusercontent.com/p/AF1QipPqhLeVLjE8jW7BcyJxUHydaA1lA568C7BzSwGW=s10000",4.1
Viet Nghia Hotel,No link,"Spartan rooms in a modest city center hotel with bright interiors, plus free Wi-Fi & parking.",84402745000,"Khmer museum, Can Tho International Airport, Nhà đất Sóc Trăng - Trang Thanh Thuý",2-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMVJKQLpxD-hgP7ELP4CEPKJiPLlQZvCWjk8ml1=s10000, https://lh5.googleusercontent.com/p/AF1QipMfIQUQdhf_q6HnmjIxxVcpDa0isT1pqzyPNQKw=s10000, https://lh5.googleusercontent.com/p/AF1QipPUtblMxckEQQhYK7r4Ryhy_iizf9gTdyR7drY=s10000, https://lh5.googleusercontent.com/p/AF1QipOwL4jURh8u1OBt61iZMVV2cilSjyVUJo3uvZnC=s10000, https://lh5.googleusercontent.com/p/AF1QipM_3q3MeCXfj74U7CotQ7kZhE3wRJNS9MRJok3A=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/7e/34/86/viet-nghia-hotel.jpg?w=1300&h=700&s=1, https://lh5.googleusercontent.com/p/AF1QipOSbXaWUqKBceCiwinxL4pHFS2XtY9qFRee2_aZ=s10000, https://lh5.googleusercontent.com/p/AF1QipObbjalQPnDK4nTgi-oRImPKHD0ZaXr8AarXYPI=s10000, https://lh5.googleusercontent.com/p/AF1QipMMe8XsefjyqxYji3oPpK30GnOuF7MDQ_lLK6MP=s10000",4.3
Khách Sạn Satraco Royal,https://www.satracogroup.com/khach-san-satraco-royal-hotel-soc-trang/,No description,92692810000,"Chùa Dơi, Can Tho International Airport, Nhà Hàng Du Lịch Chùa Dơi",2-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMqcD4a3ffHMQMDZTxxk8vLjqFSYqiDhAcJgNQ1=s10000, https://lh5.googleusercontent.com/p/AF1QipM-HBrqk011JM0ANfsB3EAkhxm43y6hrG54DulY=s10000, https://lh5.googleusercontent.com/p/AF1QipNrZKHR4Ka4s6JtqUu28KyE7x3iBg4gfH9If882=s10000, https://lh5.googleusercontent.com/p/AF1QipNdWlmzkEeA9o39DB65USN3z12nAtYD1J6T6mG6=s10000, https://lh5.googleusercontent.com/p/AF1QipOn2euxP8vy4ggPTOkvF0Vi_TgWMNknESrvwpik=s10000, https://lh5.googleusercontent.com/p/AF1QipNsVo2CckCcyvFfxtYA9JYJR4s00SQBq4aekKei=s10000, https://lh5.googleusercontent.com/p/AF1QipPG1bjI3KQ82FFSaek1YBEAp4FOQ0rXgnTi3-5Y=s10000, https://lh5.googleusercontent.com/p/AF1QipNisBSxK5eOtBGtiZaaL4Al3iNkPBtmq9DSq9-F=s10000, https://lh5.googleusercontent.com/p/AF1QipMR6VPR2A0-Zhn3C9Qvp28oHv7OaMmvkD8bKQtu=s10000",2.8
Phuong Hue Hotel,No link,No description,88445000000,"Khmer museum, Can Tho International Airport, Ẩm thực chay Thuận 2",2-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOH_5A_LjwHcKNRFGeI9N17YdaES5OUz6C1F5sY=s10000, https://lh5.googleusercontent.com/p/AF1QipMsHD1CBpw36DqWuwmeNWjNLyAxAE8LijmkOyF3=s10000, https://lh5.googleusercontent.com/p/AF1QipNAMP4v18HfIFrlhClJfFWnsOaOPkNcltkIomk3=s10000, https://lh5.googleusercontent.com/p/AF1QipNiK8b1v6vC0EAMYigPKkm0GSNsJpNzIVfgcb8U=s10000, https://lh5.googleusercontent.com/p/AF1QipOORSboEhdrr93EqJHWQqQdekPrvwAbDlFrBZJC=s10000, https://lh5.googleusercontent.com/p/AF1QipPn91dERGADg0j4YlAZ_IODxOykKocQej3ZnBuF=s10000, https://lh5.googleusercontent.com/p/AF1QipMdcvjMyO9PBVG9H5HwYVechGZl_03OHThKa6zT=s10000, https://lh5.googleusercontent.com/p/AF1QipN90AFdwtJSMOOBrQ8wRuIdeXCl-HA7swEdGKvZ=s10000, https://lh5.googleusercontent.com/p/AF1QipOvx5qWAV9tO8_Oxn2tht2zeo2U618BYwnJUaep=s10000",4.2
Phượng Hoàng Hotel sóc trăng,https://phuonghoanghotel.vn/,No description,91523670000,"Chùa Dơi, Can Tho International Airport, Quán Ăn 68",No class,"https://lh5.googleusercontent.com/p/AF1QipOozyduUKPuZpno-G9uQ5Y0qqSl2xSsmjQpyXCt=s10000, https://lh5.googleusercontent.com/p/AF1QipPQGpG7BJ-ese8AQG8FMmqvko5KQ3g2k0UeL-0F=s10000, https://lh5.googleusercontent.com/p/AF1QipOPHLi7sXPybQXGXg_61TJf8A7fNYtqwz0QJJ-D=s10000, https://lh5.googleusercontent.com/p/AF1QipOWBRRTcr5hivmchi6yEipMY2FoEoQzX3CD8u6B=s10000, https://lh5.googleusercontent.com/p/AF1QipM0CRhFndpgA4-PcQTH-JR5CsyHXFFpdHM9kFuA=s10000, https://lh5.googleusercontent.com/p/AF1QipMUZSXeT2_y_TJF5xHgZJhTS79PjHj4oQ-gGykt=s10000, https://lh5.googleusercontent.com/p/AF1QipOD6rDawotNuBQVf12x-_SM8AT2EfNP3lvGMmF2=s10000, https://lh5.googleusercontent.com/p/AF1QipNO6BEwUoVPHWX0eHbfdNsmoHToBsEHBnHw7_3A=s10000, https://lh5.googleusercontent.com/p/AF1QipNSiviU0xXLk9p2vRFICdROhnk2nk615WQce4DG=s10000",2.9
Thuận Phát House Hotel,http://thuanphathotel.com/,No description,131197500000,"Chùa Dơi, Bến xe Sóc Trăng, Can Tho International Airport, Quán Phở Bắc",No class,"https://cdn.worldota.net/t/1024x768/content/a3/45/a345275fb3d8f7c3a955b7c2f3049b851b743fce.jpeg, https://lh5.googleusercontent.com/p/AF1QipOKzBy07jQTBRPlGkjxdI21bLQE6l7A4XQZU4oF=s10000, https://lh5.googleusercontent.com/p/AF1QipM5RBHD8vfKy2bBxL8Ag3VsdKYCB6RVI5AhHeK1=s10000, https://lh5.googleusercontent.com/p/AF1QipOfAVLmH4G6HMWDxdbcqPS_bOFVt6GzOQJdUEuV=s10000, https://cdn.worldota.net/t/1024x768/content/cf/14/cf14c490e09696c9ca3d020b0e0117a05bb72c53.jpeg, https://lh5.googleusercontent.com/p/AF1QipPJwGXZBxSmUvdnfkNGR0COVKfLKZVQPJ66rWvv=s10000, https://lh5.googleusercontent.com/p/AF1QipPZcp5TjUzjV0-L40YbtMlPcIoisVIXW5G8522_=s10000, https://lh5.googleusercontent.com/p/AF1QipNAmcZg8InQt94sCpe0g2Bhbc0_Y8N9iwfjC3XP=s10000, https://lh5.googleusercontent.com/p/AF1QipMSOO30uC-FMjZDgSMW5w3D0bnO7BW-tPW4onZF=s10000",4.4
Khách Sạn New Hotel,No link,No description,0,"Chùa Đất Sét (Bửu Sơn Tự), Can Tho International Airport, Lẩu mắm",No class,"https://lh5.googleusercontent.com/p/AF1QipOV2vFMrKFOeccVNjjXcMeOKDofLDBpE6yBI8oP=s10000, https://lh5.googleusercontent.com/p/AF1QipNiAwb0Pnt2G0GmCpm7GtBlWX4zgwYKqle4mZGR=s10000, https://lh5.googleusercontent.com/p/AF1QipME7-Kq8sq8Yxh1LW45FfyZFI00EEj6EJuSucxl=s10000, https://lh5.googleusercontent.com/p/AF1QipMExi8z7b1qFrGdjaGDI7MUun0IIGuq4WJdkL_x=s10000, https://lh5.googleusercontent.com/p/AF1QipMa43H3i8xHQPeK9rSF4Yc3CzL9o8FeVZhmreUO=s10000, https://lh5.googleusercontent.com/p/AF1QipOBeU9Wgqzw7dppluj61D_KHfpCrOG9Fz9ufdXw=s10000, https://lh5.googleusercontent.com/p/AF1QipNaY6L8ue2b5p-FhAg8dG6dcwR-oZC6CvlNsFk0=s10000, https://lh5.googleusercontent.com/p/AF1QipNR_0G9zEiIUtrNqiEy3_PPfHLTGtJKBnHdO54T=s10000, https://lh5.googleusercontent.com/p/AF1QipOgF8tTkR7nGMJLkPFSi_Rcwr6HGPHNkWJ6Tsbs=s10000",3.6
Ngoc Thu Palace,http://ngocthupalace.com/,No description,173724600000,"Chùa Dơi, Bến xe Sóc Trăng, Can Tho International Airport, Nhà Hàng Hải Sản Hùng Mai 3",No class,"https://lh5.googleusercontent.com/p/AF1QipOnF3jIQHmXHQSUB3mRTRvrDwiY6tbqxrTqvzeK=s10000, https://lh5.googleusercontent.com/p/AF1QipPWI2-RfhQQUWrYI9QJ7BBT0RkNupy2msBHxDk=s10000, https://images.trvl-media.com/lodging/105000000/104120000/104111300/104111223/1e531c60_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNHKd4nst6lhgJ95Nzl6UZOXQr0U4Nl5CPCStc=s10000, https://lh5.googleusercontent.com/p/AF1QipMLnI8cz85LWRvw_toEqBCxG59dL55ZtzvL0Pc=s10000, https://images.trvl-media.com/lodging/105000000/104120000/104111300/104111223/361f130b_z.jpg, https://images.trvl-media.com/lodging/105000000/104120000/104111300/104111223/w2781h1495x1y0-103d0b21_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOGt2A4pT-q5NEEaX75wF_vi8X0O168_5gvIag=s10000, https://lh5.googleusercontent.com/p/AF1QipOLLcGU8Bfe6hGIXJt6bJFsWz8pLO2NWTWdQQc=s10000",4.2
Nhà nghỉ Tiến Phát,No link,No description,76519380000,"Chùa Đất Sét (Bửu Sơn Tự), Can Tho International Airport, Nhà Hàng - Khách Sạn Sóc Trăng 2",No class,"https://lh5.googleusercontent.com/p/AF1QipM-p24JWDu_H4MN2_MugPmKGoa96QKudZU1QYl9=s10000, https://lh5.googleusercontent.com/p/AF1QipMVlKCo0__ZDtpGtFoxt6NSZohXsvCr8cop3w80=s10000, https://lh5.googleusercontent.com/p/AF1QipNsFNEF7TBh3udwaukZf8IXEOg7BhY0SJsrDiI0=s10000, https://lh5.googleusercontent.com/p/AF1QipPOCIdUBEJ9-hEHykBysN0l_3HmJw3tQIi_N1XL=s10000, https://lh5.googleusercontent.com/p/AF1QipO8Hhsp0tGQI4MSGhQ5GwCJLBf1GbC-Tu1MUdW7=s10000, https://lh5.googleusercontent.com/p/AF1QipMySuQwiLO3FdDH7x-PeTjfSdHTmJP-T_-hjYrp=s10000, https://lh5.googleusercontent.com/p/AF1QipMg6t6LCVodnMs3eGfm74Otx5zlNYkocNXyrSxw=s10000, https://lh5.googleusercontent.com/p/AF1QipOfs_RU8-O5i1RnqwHnUiHfZCM-v71K1GPoCvHA=s10000, https://lh5.googleusercontent.com/p/AF1QipNtIXfeNQBdcnrfDIe_p6wsXS3DjpN-raEaE6lH=s10000",2.7
Nhà Nghỉ Tiến Phát,https://www.bluepillow.com/search?p_id=589de5487c00cb10c8d9455a&dest=ago&cat=Vacation rental (other)&accomodationids=655203971811a9820ec1f0e7,No description,76456660000,"Can Tho International Airport, Nhà Hàng - Khách Sạn Sóc Trăng 2",No class,"https://pix8.agoda.net/hotelImages/39390764/0/a89c782eb76a5973fcb59c6f55027f22.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39390764/0/999e3f611ca4c9321a0b6191eab595f6.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39390764/0/d3d34a28f066999100632ae240a21e8c.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39390764/0/3daac29b0af5fb85c24a36cfc72062fd.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39390764/0/19de806ca4d9a5ff509848ad4d71c015.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39390764/0/8dbf2d2fa18431c0021f8f8710cf7c62.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39390764/0/e39029a37469fb7fc3794ec5952d36dd.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39390764/0/cc0dbcfb133aee9fc5cfca038935e759.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39390764/0/1384fdd0c630249c8d1b07651fe89ac7.jpg?ce=0&s=1024x",2.7
